2026-08-11 14:25:58,thanh,0.811197,0.800000,ACCEPT
2026-08-11 14:30:40,thanh,0.237396,0.800000,REJECT
2026-08-11 18:48:15,Thanh,0.759229,0.800000,REJECT
2026-08-11 18:48:18,Thanh,0.755062,0.800000,REJECT
2026-08-11 18:48:24,Thanh,0.727186,0.800000,REJECT
2026-08-11 18:48:30,Thanh,0.589147,0.800000,REJECT
2026-08-11 18:48:33,Thanh,0.614842,0.800000,REJECT
2026-08-11 18:48:34,Thanh,0.617958,0.800000,REJECT
2026-08-11 19:28:32,thanh3,0.866751,0.830000,ACCEPT
2026-08-11 19:28:46,thanh3,0.738595,0.830000,REJECT
2026-08-11 19:28:55,thanh3,0.848426,0.830000,ACCEPT
2026-08-11 19:29:11,thanh3,0.736065,0.830000,REJECT
2026-08-11 19:29:15,thanh3,0.653175,0.830000,REJECT
2026-08-11 19:29:18,thanh3,0.645932,0.830000,REJECT
2026-08-11 19:29:21,thanh3,0.739521,0.830000,REJECT
2026-08-11 19:29:23,thanh3,0.820360,0.830000,REJECT
2026-08-11 19:29:26,thanh3,0.827015,0.830000,REJECT
2026-08-11 19:29:37,thanh3,0.581775,0.830000,REJECT
2026-08-11 19:29:40,thanh3,0.758576,0.830000,REJECT
2026-08-11 19:29:48,thanh3,0.641958,0.830000,REJECT
2026-08-11 19:31:11,Thanh2,0.886871,0.830000,ACCEPT
2026-08-11 19:31:20,Thanh2,0.727645,0.830000,REJECT
2026-08-11 19:31:29,Thanh2,0.661298,0.830000,REJECT
2026-08-11 19:31:31,Thanh2,0.765223,0.830000,REJECT
2026-08-11 19:31:33,Thanh2,0.714528,0.830000,REJECT
2026-08-11 19:31:35,Thanh2,0.696302,0.830000,REJECT
2026-08-11 19:31:42,Thanh2,0.725140,0.830000,REJECT
2026-08-11 19:31:47,Thanh2,0.870652,0.830000,ACCEPT
2026-08-11 19:31:55,Thanh2,0.781035,0.830000,REJECT
2026-08-11 19:32:00,Thanh2,0.839516,0.830000,ACCEPT
2026-08-11 19:35:09,thanh1,0.615848,0.830000,REJECT
2026-08-11 19:35:13,thanh1,0.733404,0.830000,REJECT
2026-08-11 19:35:17,thanh1,0.898189,0.830000,ACCEPT
2026-08-11 19:35:28,thanh1,0.687974,0.830000,REJECT
2026-08-11 19:35:41,thanh1,0.755397,0.830000,REJECT
2026-08-11 19:35:49,thanh1,0.724319,0.830000,REJECT
2026-08-11 19:35:53,thanh1,0.839064,0.830000,ACCEPT
2026-08-11 19:43:20,123,0.878181,0.830000,ACCEPT
2026-08-13 20:35:56,thanh,0.663383,0.830000,REJECT
2026-08-13 20:36:04,thanh,0.543005,0.830000,REJECT
2026-08-13 20:36:08,thanh,0.523140,0.830000,REJECT
2026-08-13 20:36:19,thanh,0.658035,0.830000,REJECT
2026-08-13 20:36:23,thanh,0.495906,0.830000,REJECT
2026-08-13 20:36:30,thanh,0.529207,0.830000,REJECT
2026-08-13 20:36:36,thanh,0.480630,0.830000,REJECT
2026-08-13 20:36:41,thanh,0.461922,0.830000,REJECT
2026-08-13 20:36:44,thanh,0.607253,0.830000,REJECT
2026-08-13 20:36:46,thanh,0.625296,0.830000,REJECT
2026-08-13 20:36:52,thanh,0.540177,0.830000,REJECT
2026-08-13 20:37:03,thanh,0.580055,0.830000,REJECT
2026-08-13 20:37:09,thanh,0.508642,0.830000,REJECT
2026-08-13 20:37:11,thanh,0.622343,0.830000,REJECT
2026-08-13 20:37:31,123,0.518808,0.830000,REJECT
2026-08-13 20:37:35,123,0.626588,0.830000,REJECT
2026-08-13 20:37:43,123,0.686675,0.830000,REJECT
2026-08-13 20:37:47,123,0.688283,0.830000,REJECT
2026-08-13 20:38:49,456,0.606296,0.830000,REJECT
2026-08-13 20:38:51,456,0.564689,0.830000,REJECT
2026-08-13 20:38:54,456,0.751491,0.830000,REJECT
2026-08-13 20:38:59,456,0.783836,0.830000,REJECT
2026-08-13 20:39:01,456,0.718055,0.830000,REJECT
2026-08-13 20:39:04,456,0.775661,0.830000,REJECT
2026-08-13 20:39:07,456,0.801131,0.830000,REJECT
2026-08-13 20:39:13,456,0.624549,0.830000,REJECT
2026-08-13 20:39:15,456,0.609644,0.830000,REJECT
2026-08-13 20:39:18,456,0.779336,0.830000,REJECT
2026-08-13 20:39:22,456,0.680142,0.830000,REJECT
2026-08-13 20:39:24,456,0.731443,0.830000,REJECT
2026-08-13 20:39:29,456,0.562691,0.830000,REJECT
2026-08-13 20:39:53,456,0.607017,0.500000,ACCEPT
2026-08-15 13:24:24,123456,0.692593,0.500000,ACCEPT
2026-08-15 13:25:16,123456,0.682540,0.600000,ACCEPT
2026-08-15 13:27:32,123456,0.656036,0.680000,REJECT
2026-08-15 13:27:38,123456,0.692603,0.680000,ACCEPT
2026-08-15 13:56:23,123456,0.765664,0.680000,ACCEPT
2026-08-15 13:58:42,123456,0.229210,0.680000,REJECT
2026-08-15 14:00:19,duy123,0.832630,0.680000,ACCEPT
2026-08-16 08:14:59,123456,0.675797,0.680000,REJECT
2026-08-16 08:15:02,123456,0.807469,0.680000,ACCEPT
2026-08-16 08:16:04,123456,0.262926,0.680000,REJECT
2026-08-16 08:16:32,123456,0.425942,0.680000,REJECT
2026-08-16 08:16:40,123456,0.420068,0.680000,REJECT
2026-08-17 15:00:14,thanh,0.747811,0.680000,ACCEPT
2026-08-17 15:01:15,thanh,0.134545,0.680000,REJECT
2026-08-17 15:05:02,Quân,0.871114,0.680000,ACCEPT
2026-08-22 14:36:25,Thanh,0.876989,0.680000,ACCEPT
2026-08-22 14:41:21,Thanh,0.707661,0.680000,ACCEPT
2026-08-22 14:48:31,Thanh,0.682485,0.680000,ACCEPT
2026-08-22 14:50:51,Thanh,0.629931,0.680000,REJECT
2026-08-22 14:50:54,Thanh,0.720085,0.680000,ACCEPT
2026-08-22 14:56:51,Thanh,0.709858,0.680000,ACCEPT
2026-08-22 14:57:59,Thanh,0.674121,0.680000,REJECT
2026-08-22 14:58:01,Thanh,0.725147,0.680000,ACCEPT
2026-08-22 15:00:57,Thanh,0.739899,0.680000,ACCEPT
2026-08-22 15:03:47,Thanh,0.731087,0.680000,ACCEPT
2026-08-22 15:05:07,Thanh,0.602300,0.680000,REJECT
2026-08-22 15:05:11,Thanh,0.673511,0.680000,REJECT
2026-08-22 15:05:13,Thanh,0.679107,0.680000,REJECT
2026-08-22 15:05:15,Thanh,0.751281,0.680000,ACCEPT
